smiles,compound,flashpoint,source,pure substance
BrC1=CC(=CC=C1)CC,1-bromo-3-ethylbenzene,344.0,carroll11,1
ClCCCCCCl,"1,5-dichloropentane",336.0,carroll11,1
ClC1=CC=C(C=C1)CC,1-chloro-4-ethylbenzene,335.0,carroll11,1
C(C1=CC=CC=C1)N,benzylamine,338.0,carroll11,1
SCCO,2-mercaptoethanol,341.0,carroll11,1
NC1=CC=CC=C1,aniline,343.0,carroll11,1
C(C)C1=C(N)C(=CC=C1)C,2-ethyl-6-methylaniline,375.0,carroll11,1
C(C1=CC=CC=C1)#N,benzonitrile,343.0,carroll11,1
C(C1=CC=CC=C1)S,benzylmercaptan,343.0,carroll11,1
C(C)OC(CC(=O)C)=O,ethylacetoacetate,343.0,carroll11,1
C(CCC)OCCOC(C)=O,2-butoxyethylacetate,344.0,carroll11,1
C(C1=CC=CC=C1)SC,benzylmethylsulfide,346.0,carroll11,1
ClCCCO,3-chloro-1-propanol,346.0,carroll11,1
C(C)(C)(C)OC(CC(=O)C)=O,tert-butylacetoacetate,349.0,carroll11,1
IC1=CC=CC=C1,iodobenzene,347.0,carroll11,1
BrC=1C=C(C)C=CC1,3-bromotoluene,348.0,carroll11,1
CN(C1=CC=CC=C1)C,"N,N-dimethylaniline",348.0,carroll11,1
BrC1=C(C=CC=C1)CC,1-bromo-2-ethylbenzene,352.0,carroll11,1
C(C)(=O)C1=CC=CC=C1,acetophenone,350.0,carroll11,1
BrC1=C(C)C=CC=C1,2-bromotoluene,351.0,carroll11,1
CNC1=CC=CC=C1,N-methylaniline,352.0,carroll11,1
C(C1=CC=CC=C1)Br,benzylbromide,352.0,carroll11,1
CC(CCC(C)=O)=O,"2,5-hexanedione",351.0,carroll11,1
COC(C1=CC=CC=C1)=O,methylbenzoate,353.0,carroll11,1
C(C)OC(C1=CC=CC=C1)=O,ethylbenzoate,357.0,carroll11,1
C(CC)OC(C1=CC=CC=C1)=O,propylbenzoate,371.0,carroll11,1
C(CCC)OC(C1=CC=CC=C1)=O,butylbenzoate,380.0,carroll11,1
C(CCCC)OC(C1=CC=CC=C1)=O,pentylbenzoate,393.0,carroll11,1
IC1=CC(=CC=C1)C,1-iodo-3-methylbenzene,356.0,carroll11,1
NC=1C(=CC=CC1)C,o-toluidine,358.0,carroll11,1
C(C)C1=C(C=CC=C1)O,2-ethylphenol,358.0,carroll11,1
CC=1C=C(C=CC1)CC(=O)[O-],3-methylphenylacetate,358.0,carroll11,1
C1=C(C=CC=C1O)C,m-cresol,359.0,carroll11,1
CC=1C=C(N)C=CC1,3-methylaniline,359.0,carroll11,1
C(C)C1=CC=C(N)C=C1,4-ethylaniline,370.0,carroll11,1
C(C)C=1C=C(N)C=CC1,3-ethylaniline,358.0,carroll11,1
C(C)C1=C(N)C=CC=C1,2-ethylaniline,358.0,carroll11,1
[N+](=O)([O-])C1=CC=CC=C1,nitrobenzene,361.0,carroll11,1
C(C)N(C1=CC=CC=C1)CC,"N,N-diethylaniline",361.0,carroll11,1
C(C)(C)C1=C(C=CC=C1)O,2-isopropylphenol,362.0,carroll11,1
IC1=C(C)C=CC=C1,2-iodotoluene,363.0,carroll11,1
IC1=CC=C(C)C=C1,4-iodotoluene,363.0,carroll11,1
C(CC)C1=CC=C(C=C1)OC,4-propylanisole,355.0,carroll11,1
C1(=CC=CC=C1)CC(CC)=O,1-phenyl-2-butanone,364.0,carroll11,1
C1(=CC=CC=C1)C(C)OC(C)=O,1-phenylethylacetate,364.0,carroll11,1
C(C1=CC=CC=C1)O,benzylalcohol,366.0,carroll11,1
C(CC)C1=C(C=CC=C1)O,2-propylphenol,366.0,carroll11,1
CC1=C(C=CC(=C1)C)O,"2,4-dimethylphenol",367.0,carroll11,1
C(C)C=1C=C(C=CC1)O,3-ethylphenol,367.0,carroll11,1
C1(=CC=CC=C1)C(C)OC(CC)=O,1-phenylethylpropionate,379.0,carroll11,1
C(C1=CC=CC=C1)CC(=O)[O-],benzylacetate,363.0,carroll11,1
C(CCCCS)S,"1,5-pentanedithiol",368.0,carroll11,1
CC1=C(N)C=CC=C1C,"2,3-dimethylaniline",369.0,carroll11,1
C(C1=CC=CC=C1)OC(CC)=O,benzylpropanoate,369.0,carroll11,1
C1(=CC=CC=C1)C(CCC)=O,1-phenyl-1-butanone,361.0,carroll11,1
C(C1=CC=CC=C1)I,benzyliodide,370.0,carroll11,1
C(C1=CC=CC=C1)C#N,benzylcyanide,374.0,carroll11,1
C(C)(C)(C)C1=CC=C(N)C=C1,4-tert-butylaniline,375.0,carroll11,1
C(C)(C)(C)C=1C=C(N)C=CC1,3-tert-butylaniline,374.0,carroll11,1
C(CCC)C1=CC=C(N)C=C1,4-butylaniline,375.0,carroll11,1
C(CC)C1=CC=C(N)C=C1,4-propylaniline,376.0,carroll11,1
C(CC)C1=C(N)C=CC=C1,2-propylaniline,370.0,carroll11,1
C(C)(C)C1=C(N)C=CC=C1,2-isopropylaniline,368.0,carroll11,1
C(C)(C)C=1C=C(C=CC1)O,3-isopropylphenol,377.0,carroll11,1
N1=CC=CC2=CC=CC=C12,quinoline,374.0,carroll11,1
C1(=CC=CC=C1)CCOC(C)=O,2-phenylethylacetate,375.0,carroll11,1
C(CC)C1=CC=C(C=C1)O,4-propylphenol,379.0,carroll11,1
C1(=CC=CC=C1)CCOC(CC)=O,2-phenylethylpropionate,386.0,carroll11,1
C(C1=CC=CC=C1)OC(CCC)=O,benzylbutanoate,380.0,carroll11,1
C(C)(CC)C1=C(C=CC=C1)O,2-sec-butylphenol,380.0,carroll11,1
C(CCC)NC1=CC=CC=C1,N-butylaniline,380.0,carroll11,1
C(C)(CC)NC1=CC=CC=C1,N-sec-butylaniline,366.0,carroll11,1
C(C)(C)(C)NC1=CC=CC=C1,N-tert-butylaniline,361.0,carroll11,1
C(C)(CC)C1=CC=C(N)C=C1,4-sec-butylaniline,381.0,carroll11,1
C(C)(CC)C1=C(N)C=CC=C1,2-sec-butylaniline,375.0,carroll11,1
C(C)(C)(C)C1=C(C=CC=C1)O,2-tert-butylphenol,375.0,carroll11,1
C1(=CC=CC=C1)CCCOC(C)=O,3-phenylpropylacetate,386.0,carroll11,1
C(C)(C)C1=C(N)C(=CC=C1)C(C)C,"2,6-diisopropylaniline",396.0,carroll11,1
C(C=C)OC1=CC=CC=C1,allylphenylether,336.0,carroll11,1
C(=C)OC=C,divinylether,226.0,carroll11,1
O1C=CC=C1,furan,237.0,carroll11,1
CC=1OC=CC1,2-methylfuran,247.0,carroll11,1
S1C=CC=C1,thiophene,264.0,carroll11,1
CC=1SC=CC1,2-methylthiophene,281.0,carroll11,1
C(C)C=1SC=CC1,2-ethylthiophene,294.0,carroll11,1
C(CC)C=1SC=CC1,2-propylthiophene,305.0,carroll11,1
C(C)(C)(C)C=1OC=CC1,2-tert-butylfuran,280.0,carroll11,1
CC1=CSC=C1,3-methylthiophene,284.0,carroll11,1
C(C=C)OC(C(=C)C)=O,allylmethacrylate,310.0,carroll11,1
C(\C=C(/C)\CCC=C(C)C)C(=O)[O-],geranylformate,368.0,carroll11,1
C(\C=C(/C)\CCC=C(C)C)CC(=O)[O-],geranylacetate,377.0,carroll11,1
C(=CC)C1=CC=C(C=C1)OC,4-propenylanisole,369.0,carroll11,1
C(C)\C(=C(/C(=O)[O-])\CC)\C(=O)[O-],diethylfumarate,366.0,carroll11,1
C(C)OC(C=CC1=CC=CC=C1)=O,ethylcinnamate,408.0,carroll11,1
COCC(C)O,1-methoxy-2-propanol,304.0,carroll11,1
COCCO,2-methoxyethanol,311.0,carroll11,1
CN(CCO)C,2-dimethylaminoethanol,314.0,carroll11,1
C(C)OCCO,2-ethoxyethanol,315.0,carroll11,1
C(C)(C)OCCO,2-isopropoxyethanol,316.0,carroll11,1
BrCC(OC)OC,"2-bromo-1,1-dimethoxyethane",324.0,carroll11,1
COCCNCCOC,bis(2-methoxyethyl)amine,331.0,carroll11,1
C(CCC)OCCO,2-butoxyethanol,335.0,carroll11,1
ClC1=CC(=CC=C1)Cl,"1,3-dichlorobenzene",336.0,carroll11,1
ClC1=NC=CC=C1,2-chloropyridine,337.0,carroll11,1
ClC1=C(C=CC=C1)Cl,"1,2-dichlorobenzene",341.0,carroll11,1
NC(CO)(C)C,2-amino-2-methyl-1-propanol,341.0,carroll11,1
CNCCO,2-(methylamino)ethanol,345.0,carroll11,1
NCC(C)O,1-amino-2-propanol,340.0,carroll11,1
ClC1=C(C=CC=C1)O,2-chlorophenol,345.0,carroll11,1
OCCNCCC,(2-hydroxyethyl)propylamine,351.0,carroll11,1
COC1=C(C=CC=C1)OC,"1,2-dimethoxybenzene",360.0,carroll11,1
ClC(CO)CCl,"2,3-dichloro-1-propanol",366.0,carroll11,1
C1(=CC=CC=C1)OC1=CC=CC=C1,diphenylether,388.0,carroll11,1
COC(C=1C(C(=O)OC)=CC=CC1)=O,dimethylphthalate,423.0,carroll11,1
C(C(C)C)OC(C=1C(C(=O)OCC(C)C)=CC=CC1)=O,diisobutylphthalate,458.0,carroll11,1
C(C)OC(C=1C(C(=O)OCC)=CC=CC1)=O,diethylphthalate,433.0,carroll11,1
C(C1=CC=CO1)=O,furfural,331.0,carroll11,1
C(C1=CC=CO1)O,furfurylalcohol,348.0,carroll11,1
C(C1=CC=CO1)CC(=O)[O-],furfurylacetate,338.0,carroll11,1
C(C1=CC=CO1)OC(CC)=O,furfurylpropanoate,355.0,carroll11,1
COC1OC(C=C1)OC,"2,5-dimethoxy-2,5-dihydrofuran",320.0,carroll11,1
COC=1C(C(=O)[O-])=CC=CC1,methylsalicylate,372.0,carroll11,1
C(C)OC=1C(C(=O)[O-])=CC=CC1,ethylsalicylate,380.0,carroll11,1
C1(=CC=CC=C1)CCO,2-phenylethanol,375.0,carroll11,1
C(COCCO)O,diethyleneglycol,397.0,carroll11,1
CN(CCO)CCO,N-methyldiethanolamine,410.0,carroll11,1
CC1=COC=C1,3-methylfuran,251.0,carroll11,1
C(C)C=1OC=CC1,2-ethylfuran,271.0,carroll11,1
C(C)C1=CSC=C1,3-ethylthiophene,296.0,carroll11,1
C1(CCCCC1)OC(C(=C)C)=O,cyclohexylmethacrylate,355.0,carroll11,1
C1(CCCCC1)OC(C=C)=O,cyclohexylacrylate,341.0,carroll11,1
C1(=CC=CC=C1)CCC(CC)=O,1-phenyl-3-pentanone,376.0,carroll11,1
C(CC)C=1OC=CC1,2-propylfuran,288.0,carroll11,1
C(C(C)C)OC(C1=CC=CC=C1)=O,isobutylbenzoate,375.0,carroll11,1
ClCCCCCCC#CCC,10-chloro-3-decyne,359.0,carroll11,1
ClCCCC#CCCCCC,1-chloro-4-decyne,360.0,carroll11,1
ClC(=C)C=C,"2-chloro-1,3-butadiene",253.0,carroll11,1
C(C(C)C)OCCO,2-isobutoxyethanol,324.0,carroll11,1
