compound,flashpoint,pure substance,smiles,source,is_silicon
Octamethyltrisiloxane,303,1,C[Si](O[Si](O[Si](C)(C)C)(C)C)(C)C,pan12,1
Octamethylcyclotetrasiloxane,330,1,C[Si]1(O[Si](O[Si](O[Si](O1)(C)C)(C)C)(C)C)C,pan12,1
Octamethylcyclotetrasilazane,339,1,C[Si]1(N[Si](N[Si](N[Si](N1)(C)C)(C)C)(C)C)C,pan12,1
Tetrakisdimethylsiloxysilane,340,1,C[SiH](O[Si](O[SiH](C)C)(O[SiH](C)C)O[SiH](C)C)C,pan12,1
p-Chlorophenyltrimethylsilane,322,1,ClC1=CC=C(C=C1)[Si](C)(C)C,pan12,1
Methylphenyldimethoxysilane,349,1,C[Si](OC)(OC)C1=CC=CC=C1,pan12,1
Phenyltrimethoxysilane,358,1,C1(=CC=CC=C1)[Si](OC)(OC)OC,pan12,1
Trimethylphenylsilane,313,1,C[Si](C1=CC=CC=C1)(C)C,pan12,1
2-Cyanoethyltriethoxysilane,359,1,C(#N)CC[Si](OCC)(OCC)OCC,pan12,1
Cyclohexylmethyldimethoxysilane,343,1,C1(CCCCC1)C[SiH](OC)OC,pan12,1
3-Glycidoxypropyltrimethoxysilane,383,1,C(C1CO1)OCCC[Si](OC)(OC)OC,pan12,1
Di-t-butylmethylchlorosilane,342,1,C(C)(C)(C)[Si](Cl)(C)C(C)(C)C,pan12,1
Hexyltrimethoxysilane,335,1,C(CCCCC)[Si](OC)(OC)OC,pan12,1
Triisopropylsilane,310,1,C(C)(C)[SiH](C(C)C)C(C)C,pan12,1
Tri-n-propylsilane,316,1,C(CC)[SiH](CCC)CCC,pan12,1
(Diisopropylamino)trimethylsilane,301,1,C(C)(C)N(C(C)C)[Si](C)(C)C,pan12,1
1-Chlorononamethyltetrasiloxane,347,1,Cl[Si](O[Si](O[Si](O[Si](C)(C)C)(C)C)(C)C)(C)C,pan12,1
Propyltris(dimethylsiloxy)silane,323,1,C(CC)[Si](O[SiH](C)C)(O[SiH](C)C)O[SiH](C)C,pan12,1
Benzyltrimethylsilane,335,1,C(C1=CC=CC=C1)[Si](C)(C)C,pan12,1
3-Methacryloxypropyltrimethoxysilane,365,1,C(C(=C)C)(=O)OCCC[Si](OC)(OC)OC,pan12,1
n-Octyldimethylchlorosilane,370,1,C(CCCCCCC)[Si](Cl)(C)C,pan12,1
Bis(diethylamino)dimethylsilane,308,1,C(C)N(CC)[Si](C)(C)N(CC)CC,pan12,1
Decamethyltetrasiloxane,335,1,C[Si](O[Si](O[Si](O[Si](C)(C)C)(C)C)(C)C)(C)C,pan12,1
Decamethylcyclopentasiloxane,350,1,C[Si]1(O[Si](O[Si](O[Si](O[Si](O1)(C)C)(C)C)(C)C)(C)C)C,pan12,1
"2-(3,4-epoxycyclohexyl)ethyltrimethoxysilane",419,1,C1(CC2C(CC1)O2)CC[Si](OC)(OC)OC,pan12,1
n-Decylmethyldichlorosilane,393,1,C(CCCCCCCCC)[Si](Cl)(Cl)C,pan12,1
Vinyltriethylsilane,318,1,C(=C)[Si](CC)(CC)CC,pan12,1
Phenyltriethoxysilane,393,1,C1(=CC=CC=C1)[Si](OCC)(OCC)OCC,pan12,1
Diphenylsilane,371,1,C1(=CC=CC=C1)[SiH2]C1=CC=CC=C1,pan12,1
Tetramethyltetravinylcyclotetrasilane,385,1,C[Si]1([Si]([Si]([Si]1(C=C)C)(C=C)C)(C=C)C)C=C,pan12,1
n-Dodecyltrichlorosilane,435,1,C(CCCCCCCCCCC)[Si](Cl)(Cl)Cl,pan12,1
Hexaethyldisiloxane,349,1,C(C)[Si](O[Si](CC)(CC)CC)(CC)CC,pan12,1
Dodecamethylpentasiloxane,352,1,C[Si](O[Si](O[Si](O[Si](O[Si](C)(C)C)(C)C)(C)C)(C)C)(C)C,pan12,1
Dodecamethylcyclohexasiloxane,366,1,C[Si]1(O[Si](O[Si](O[Si](O[Si](O[Si](O1)(C)C)(C)C)(C)C)(C)C)(C)C)C,pan12,1
Methyldiphenylchlorosilane,411,1,C[Si](Cl)(C1=CC=CC=C1)C1=CC=CC=C1,pan12,1
n-Dodecylmethyldichlorosilane,416,1,C(CCCCCCCCCCC)[Si](Cl)(Cl)C,pan12,1
Diphenyldimethoxysilane,394,1,C1(=CC=CC=C1)[Si](OC)(OC)C1=CC=CC=C1,pan12,1
Octyltriethoxysilane,373,1,C(CCCCCCC)[Si](OCC)(OCC)OCC,pan12,1
Tetradecamethylhexasiloxane,375,1,C[Si](O[Si](O[Si](O[Si](O[Si](O[Si](C)(C)C)(C)C)(C)C)(C)C)(C)C)(C)C,pan12,1
n-Octadecyltrichlorosilane,466,1,C(CCCCCCCCCCCCCCCCC)[Si](Cl)(Cl)Cl,pan12,1
Octadecamethyloctasiloxane,417,1,C[Si](O[Si](O[Si](O[Si](O[Si](O[Si](O[Si](O[Si](C)(C)C)(C)C)(C)C)(C)C)(C)C)(C)C)(C)C)(C)C,pan12,1
Vinyltrichlorosilane,294,1,C(=C)[Si](Cl)(Cl)Cl,pan12,1
Ethylsilane,213,1,C(C)[SiH3],pan12,1
n-Propyltrichlorosilane,310,1,C(CC)[Si](Cl)(Cl)Cl,pan12,1
Trimethylfluorosilane,238,1,C[Si](F)(C)C,pan12,1
Dimethylvinylchlorosilane,268,1,CC(=C[SiH2]Cl)C,pan12,1
Trimethylsilylisothiocyanate,308,1,C[Si](C)(C)N=C=S,pan12,1
Methoxytrimethylsilane,243,1,CO[Si](C)(C)C,pan12,1
Diethylsilane,253,1,C(C)[SiH2]CC,pan12,1
Tetraisocyanatosilane,323,1,N(=C=O)[Si](N=C=O)(N=C=O)N=C=O,pan12,1
sec-Amyltrichlorosilane,303,1,C(C)(CCC)[Si](Cl)(Cl)Cl,pan12,1
Vinyltrimethoxysilane,296,1,C(=C)[Si](OC)(OC)OC,pan12,1
Ethoxytrimethylsilane,246,1,C(C)O[Si](C)(C)C,pan12,1
Phenyltrichlorosilane,364,1,C1(=CC=CC=C1)[Si](Cl)(Cl)Cl,pan12,1
Cyclohexyltrichlorosilane,358,1,C1(CCCCC1)[Si](Cl)(Cl)Cl,pan12,1
1-Trimethylsilylpropyne,270,1,C[Si](C#CC)(C)C,pan12,1
Hexyldichlorosilane,337,1,C(CCCCC)[SiH](Cl)Cl,pan12,1
Allyltrimethoxysilane,319,1,C(C=C)[Si](OC)(OC)OC,pan12,1
3-Chloropropylmethyldimethoxysilane,318,1,ClCCC[Si](OC)(OC)C,pan12,1
n-Propyltrimethoxysilane,298,1,C(CC)[Si](OC)(OC)OC,pan12,1
Hexamethyldisiloxane,270,1,C[Si](O[Si](C)(C)C)(C)C,pan12,1
Hexamethyldisilazane,281,1,C[Si](N[Si](C)(C)C)(C)C,pan12,1
Methyltriacetoxysilane,358,1,C[Si](OC(C)=O)(OC(C)=O)OC(C)=O,pan12,1
n-Heptyltrichlorosilane,337,1,C(CCCCCC)[Si](Cl)(Cl)Cl,pan12,1
(1-Methoxy-2-propoxy)trimethylsilane,293,1,COCC(C)O[Si](C)(C)C,pan12,1
Heptamethyldisilazane,300,1,C[Si](N([Si](C)(C)C)C)(C)C,pan12,1
Vinyltriacetoxysilane,361,1,C(=C)[Si](OC(C)=O)(OC(C)=O)OC(C)=O,pan12,1
(Cyclopentenyloxy)trimethylsilane,311,1,C1(=CCCC1)O[Si](C)(C)C,pan12,1
Tetramethyldivinyldisiloxane,292,1,C[Si](O[Si](C=C)(C=C)C)(C)C,pan12,1
Diethyldiethoxysilane,316,1,C(C)[Si](OCC)(OCC)CC,pan12,1
Tetramethyldiethoxysiloxane,311,1,CC(C(O[Si]([O])OCC)(C)C)C,pan12,1
Tri-n-propylchlorosilane,349,1,C(CC)[Si](Cl)(CCC)CCC,pan12,1
Tris(trimethylsiloxy)boron,315,1,C[Si](OB(O[Si](C)(C)C)O[Si](C)(C)C)(C)C,pan12,1
1-Heptynyltrimethylsilane,315,1,C(#CCCCCC)[Si](C)(C)C,pan12,1
Tristrimethylsiloxymethylsilane,336,1,C[Si](OC(O[Si](C)(C)C)(O[Si](C)(C)C)[SiH3])(C)C,pan12,1
Diphenyldichlorosilane,415,1,C1(=CC=CC=C1)[Si](Cl)(Cl)C1=CC=CC=C1,pan12,1
Tetra-n-propoxysilane,368,1,C(CC)O[Si](OCCC)(OCCC)OCCC,pan12,1
Diphenylmethylsilane,393,1,C1(=CC=CC=C1)C(C1=CC=CC=C1)[SiH3],pan12,1
Hexadecamethylheptasiloxane,406,1,C[Si](O[Si](O[Si](O[Si](O[Si](O[Si](O[Si](C)(C)C)(C)C)(C)C)(C)C)(C)C)(C)C)(C)C,pan12,1
ACETOXYETHYLDIMETHYLCHLOROSILANE,336.15,1,CC(=O)OCC[Si](C)(C)Cl,gelest_silanes,1
ACETOXYETHYLMETHYLDICHLOROSILANE,338.15,1,CC(=O)OCC[Si](C)(Cl)Cl,gelest_silanes,1
ACETOXYETHYLTRICHLOROSILANE,355.15,1,CC(=O)OCC[Si](Cl)(Cl)Cl,gelest_silanes,1
ACETOXYETHYLTRIETHOXYSILANE,372.15,1,CCO[Si](CCOC(C)=O)(OCC)OCC,gelest_silanes,1
ACETOXYMETHYLTRIMETHYLSILANE,293.15,1,CC(=O)OC[Si](C)(C)C,gelest_silanes,1
3-ACETOXYPROPYLMETHYLDICHLOROSILANE,358.15,1,CC(=O)OCCC[Si](C)(Cl)Cl,gelest_silanes,1
3-ACETOXYPROPYLTRIMETHOXYSILANE,366.15,1,CO[Si](CCCOC(C)=O)(OC)OC,gelest_silanes,1
ACETOXYTRIMETHYLSILANE,277.15,1,CC(=O)O[Si](C)(C)C,gelest_silanes,1
ACETYLTRIMETHYLSILANE,281.15,1,CC(=O)[Si](C)(C)C,gelest_silanes,1
ACRYLOXYMETHYLTRIMETHOXYSILANE,335.15,1,C=CC(=O)OC[Si](OC)(OC)OC,gelest_silanes,1
(3-ACRYLOXYPROPYL)DIMETHYLMETHOXYSILANE,358.15,1,C=CC(=O)OCCC[Si](C)(C)OC,gelest_silanes,1
(3-ACRYLOXYPROPYL)TRIMETHOXYSILANE,396.15,1,C=CC(=O)OCCC[Si](OC)(OC)OC,gelest_silanes,1
(3-ACRYLOXYPROPYL)TRIS(TRIMETHYLSILOXY)SILANE,366.15,1,C=CC(=O)OCCC[Si](O[Si](C)(C)C)(O[Si](C)(C)C)O[Si](C)(C)C,gelest_silanes,1
ACRYLOXYTRIMETHYLSILANE,299.15,1,C=CC(=O)O[Si](C)(C)C,gelest_silanes,1
3-(N-ALLYLAMINO)PROPYLTRIMETHOXYSILANE,361.15,1,C=CCNCCC[Si](OC)(OC)OC,gelest_silanes,1
ALLYLAMINOTRIMETHYLSILANE,283.15,1,C=CCN[Si](C)(C)C,gelest_silanes,1
ALLYL(CHLOROMETHYL)DIMETHYLSILANE,300.15,1,C=CC[Si](C)(C)CCl,gelest_silanes,1
ALLYL(3-CHLOROPROPYL)DICHLOROSILANE,349.15,1,C=CC[Si](Cl)(Cl)CCCCl,gelest_silanes,1
ALLYLDICHLOROSILANE,269.15,1,C=CC[SiH](Cl)Cl,gelest_silanes,1
ALLYLDIMETHYL(DIISOPROPYLAMINO)SILANE,335.15,1,C=CC[Si](C)(C)N(C(C)C)C(C)C,gelest_silanes,1
ALLYLDIMETHYLSILANE,253.15,1,C=CC[SiH](C)C,gelest_silanes,1
ALLYL(4-METHOXYPHENYL)DIMETHYLSILANE,375.15,1,C=CC[Si](C)(C)c1ccc(OC)cc1,gelest_silanes,1
ALLYLMETHYLDICHLOROSILANE,300.15,1,C=CCC[SiH](Cl)Cl,gelest_silanes,1
ALLYLOXY-t-BUTYLDIMETHYLSILANE,305.15,1,C=CCO[Si](C)(C)C(C)(C)C,gelest_silanes,1
ALLYLOXYTRIMETHYLSILANE,273.15,1,C=CCO[Si](C)(C)C,gelest_silanes,1
ALLYLPHENYLDICHLOROSILANE,349.15,1,C=CC[Si](Cl)(Cl)c1ccccc1,gelest_silanes,1
ALLYLTRICHLOROSILANE,304.15,1,C=CC[Si](Cl)(Cl)Cl,gelest_silanes,1
ALLYLTRIETHOXYSILANE,320.15,1,C=CC[Si](OCC)(OCC)OCC,gelest_silanes,1
ALLYLTRIISOPROPYLSILANE,349.15,1,C=CC[Si](C(C)C)(C(C)C)C(C)C,gelest_silanes,1
ALLYLTRIMETHOXYSILANE,319.15,1,C=CC[Si](OC)(OC)OC,gelest_silanes,1
ALLYLTRIMETHYLSILANE,280.15,1,C=CC[Si](C)(C)C,gelest_silanes,1
ALLYLTRIS(TRIMETHYLSILOXY)SILANE,340.15,1,C=CC[Si](O[Si](C)(C)C)(O[Si](C)(C)C)O[Si](C)(C)C,gelest_silanes,1
4-AMINOBUTYLTRIETHOXYSILANE,382.15,1,CCO[Si](CCCCN)(OCC)OCC,gelest_silanes,1
N-(2-AMINOETHYL)-3-AMINOPROPYLMETHYLDIMETHOXYSILANE,363.15,1,CO[Si](C)(CCCNCCN)OC,gelest_silanes,1
N-(2-AMINOETHYL)-3-AMINOPROPYLTRIETHOXYSILANE,421.15,1,CCO[Si](CCCNCCN)(OCC)OCC,gelest_silanes,1
N-(2-AMINOETHYL)-3-AMINOPROPYLTRIMETHOXYSILANE,423.15,1,CO[Si](CCCNCCN)(OC)OC,gelest_silanes,1
N-(2-AMINOETHYL)-3-AMINOPROPYLTRIMETHOXYSILANE,423.15,1,CO[Si](CCCNCCN)(OC)OC,gelest_silanes,1
AMINOMETHYLTRIMETHYLSILANE,282.15,1,C[Si](C)(C)CN,gelest_silanes,1
m-AMINOPHENYLTRIMETHOXYSILANE,453.15,1,CO[Si](OC)(OC)c1cccc(N)c1,gelest_silanes,1
p-AMINOPHENYLTRIMETHOXYSILANE,453.15,1,CO[Si](OC)(OC)c1ccc(N)cc1,gelest_silanes,1
AMINOPHENYLTRIMETHOXYSILANE,453.15,1,CO[Si](OC)(OCN)c1ccccc1,gelest_silanes,1
3-AMINOPROPYLDIMETHYLETHOXYSILANE,346.15,1,CCO[Si](C)(C)CCCN,gelest_silanes,1
3-AMINOPROPYLTRIETHOXYSILANE,377.15,1,CCO[Si](CCCN)(OCC)OCC,gelest_silanes,1
3-AMINOPROPYLTRIMETHOXYSILANE,356.15,1,CO[Si](CCCN)(OC)OC,gelest_silanes,1
3-AMINOPROPYLTRIMETHOXYSILANE,356.15,1,CO[Si](CCCN)(OC)OC,gelest_silanes,1
3-AMINOPROPYLTRIMETHYLSILANE,332.15,1,C[Si](C)(C)CCCN,gelest_silanes,1
3-AMINOPROPYLTRIS(METHOXYETHOXYETHOXY)SILANE,341.15,1,COCCOCCO[Si](CCCN)(OCCOCCOC)OCCOCCOC,gelest_silanes,1
(AZIDOMETHYL)TRIMETHYLSILANE,279.15,1,C[Si](C)(C)CN=[N+]=[N-],gelest_silanes,1
6-AZIDOSULFONYLHEXYLTRIETHOXYSILANE,387.15,1,CCO[Si](CCCCCCS(=O)(=O)N=[N+]=[N-])(OCC)OCC,gelest_silanes,1
N-BENZYLAMINOMETHYLTRIMETHYLSILANE,389.15,1,C[Si](C)(C)CNCc1ccccc1,gelest_silanes,1
BENZYLDIMETHYLCHLOROSILANE,346.15,1,C[Si](C)(Cl)Cc1ccccc1,gelest_silanes,1
BENZYLDIMETHYLSILANE,338.15,1,C[SiH](C)Cc1ccccc1,gelest_silanes,1
N-BENZYL-N-METHOXYMETHYL-N-(TRIMETHYLSILYLMETHYL)AMINE,339.15,1,COCN(Cc1ccccc1)C[Si](C)(C)C,gelest_silanes,1
ALLYLTRI-n-BUTYLTIN,376.15,1,C=CC[Sn](CCCC)(CCCC)CCCC,gelest_tin,0
BIS[BIS(TRIMETHYLSILYL)AMINO]TIN(II),329.15,1,C[Si](C)(C)N([Sn]N([Si](C)(C)C)[Si](C)(C)C)[Si](C)(C)C,gelest_tin,1
t-BUTYLTRI n-BUTYLTIN,375.15,1,CCCC[Sn](CCCC)(CCCC)C(C)(C)C,gelest_tin,0
CHLOROMETHYLTRIMETHYLTIN,312.15,1,C[Sn](C)(C)CCl,gelest_tin,0
DIALLYLDI-n-BUTYLTIN,374.15,1,C=CC[Sn](CC=C)(CCCC)CCCC,gelest_tin,0
DI-n-BUTYLDIACETOXYTIN,416.15,1,CCCC[Sn](CCCC)(OC(C)=O)OC(C)=O,gelest_tin,0
DI-n-BUTYLDI-n-BUTOXYTIN,389.15,1,CCCCO[Sn](CCCC)(CCCC)OCCCC,gelest_tin,0
DI-n-BUTYLDICHLOROTIN,441.15,1,CCCC[Sn](Cl)(Cl)CCCC,gelest_tin,0
DI-t-BUTYLDICHLOROTIN,386.15,1,CC(C)(C)[Sn](Cl)(Cl)C(C)(C)C,gelest_tin,0
DI-n-BUTYLDIMETHOXYTIN,383.15,1,CCCC[Sn](CCCC)(OC)OC,gelest_tin,0
DIMETHYLAMINOTRI-n-BUTYLTIN,388.15,1,CCCC[Sn](CCCC)(CCCC)N(C)C,gelest_tin,0
DIMETHYLAMINOTRIMETHYLTIN,274.15,1,CN(C)[Sn](C)(C)C,gelest_tin,0
DIOCTYLDICHLOROTIN,477.15,1,CCCCCCCC[Sn](Cl)(Cl)CCCCCCCC,gelest_tin,0
DIOCTYLDILAURYLTIN,471.15,1,CCCCCCCCCCCC[Sn](CCCCCCCC)(CCCCCCCC)CCCCCCCCCCCC,gelest_tin,0
DIVINYLDICHLOROTIN,477.15,1,C=C[Sn](Cl)(Cl)C=C,gelest_tin,0
1-ETHOXYVINYLTRI-n-BUTYLTIN,386.15,1,C=C(OCC)[Sn](CCCC)(CCCC)CCCC,gelest_tin,0
ETHYNYLTRI-n-BUTYLTIN,346.15,1,C#C[Sn](CCCC)(CCCC)CCCC,gelest_tin,0
PHENYLETHYNYLTRI-n-BUTYLTIN,386.15,1,CCCC[Sn](C#Cc1ccccc1)(CCCC)CCCC,gelest_tin,0
PHENYLTRI-n-BUTYLTIN,380.15,1,CCCC[Sn](CCCC)(CCCC)c1ccccc1,gelest_tin,0
PHENYLTHIOTRI-n-BUTYLTIN,377.15,1,CCCC[Sn](CCCC)(CCCC)Sc1ccccc1,gelest_tin,0
TETRAALLYLTIN,348.15,1,C=CC[Sn](CC=C)(CC=C)CC=C,gelest_tin,0
TETRABUTYLDILAURYLDISTANNOXANE,504.15,1,CCCCCCCCCCCC[Sn](CCCC)(CCCCCCCCCCCC)O[Sn](CCCC)(CCCC)CCCC,gelest_tin,0
TETRA-n-BUTYLTIN,274.15,1,CCCC[Sn](CCCC)(CCCC)CCCC,gelest_tin,0
TETRA-n-BUTYLTIN,380.15,1,CCCC[Sn](CCCC)(CCCC)CCCC,gelest_tin,0
TETRAETHYLTIN,326.15,1,CC[Sn](CC)(CC)CC,gelest_tin,0
TETRAKIS(DIETHYLAMINO)TIN,312.15,1,CCN(CC)[Sn](N(CC)CC)(N(CC)CC)N(CC)CC,gelest_tin,0
TETRAMETHYLTIN,261.15,1,C[Sn](C)(C)C,gelest_tin,0
TETRAMETHYLTIN,261.15,1,C[Sn](C)(C)C,gelest_tin,0
TETRA-n-OCTYLTIN,367.15,1,CCCCCCCC[Sn](CCCCCCCC)(CCCCCCCC)CCCCCCCC,gelest_tin,0
TETRAPHENYLTIN,504.15,1,c1ccc([Sn](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,gelest_tin,0
TETRAVINYLTIN,313.15,1,C=C[Sn](C=C)(C=C)C=C,gelest_tin,0
2-THIENYLTRI-n-BUTYLTIN,379.15,1,CCCC[Sn](CCCC)(CCCC)c1cccs1,gelest_tin,0
TRI-n-BUTYLACETOXYTIN,393.15,1,CCCCC(CCCC)(CCCC)C(=O)O[Sn],gelest_tin,0
TRI-n-BUTYLCHLOROTIN,393.15,1,CCCC[Sn](Cl)(CCCC)CCCC,gelest_tin,0
TRI-n-BUTYLETHOXYTIN,377.15,1,CCCC[Sn](CCCC)(CCCC)OCC,gelest_tin,0
TRI-n-BUTYLIODOTIN,386.15,1,CCCC[Sn](I)(CCCC)CCCC,gelest_tin,0
TRI-n-BUTYLMETHOXYTIN,371.15,1,CCCC[Sn](CCCC)(CCCC)OC,gelest_tin,0
TRI-n-BUTYLTIN HYDRIDE,313.15,1,CCCC[SnH](CCCC)CCCC,gelest_tin,0
TRICYCLOHEXYLTIN HYDRIDE,378.15,1,C1CCC([SnH](C2CCCCC2)C2CCCCC2)CC1,gelest_tin,0
TRIETHYLBROMOTIN,372.15,1,CC[Sn](Br)(CC)CC,gelest_tin,0
TRIMETHYLCHLOROTIN,370.15,1,C[Sn](C)(C)Cl,gelest_tin,0
TRIPHENYLCHLOROTIN,343.15,1,Cl[Sn](c1ccccc1)(c1ccccc1)c1ccccc1,gelest_tin,0
Dibutyldichlorotin,628.15,1,CCCC[Sn](Cl)(Cl)CCCC,hazardous materials,0
Ethyl silicate,325.15,1,CCO[Si]([O-])([O-])[O-],hazardous materials,1
Tetraethyl lead,366.15,1,CC[Pb](CC)(CC)CC,hazardous materials,0
diethylsilicon,244.25,1,CC[Si]CC,le15,1
chloro(dimethyl)silicon,245.15,1,C[Si](C)Cl,le15,1
trimethyl(prop-2-enyl)silane,280.35,1,C=CC[Si](C)(C)C,le15,1
"Silane, dichloromethyl-",240.95,1,[SiH3]C(Cl)Cl,le15,1
"Silane, azidotrimethyl-",279.15,1,C[Si](C)(C)N=[N+]=[N-],le15,1
N-methyl-N-trimethylsilylmethanamine,254.15,1,CN(C)[Si](C)(C)C,le15,1
ethoxy(trimethyl)silane,255.15,1,CCO[Si](C)(C)C,le15,1
trimethylarsane,373.15,1,C[As](C)C,le15,0
[(E)-2-chloroethenyl]-dimethylsilicon,269.15,1,C[Si](C)/C=C/Cl,le15,1
"Silane, trimethoxy-",268.75,1,CO[SiH](OC)OC,le15,1
methyl(phenyl)silicon,311.65,1,C[Si]c1ccccc1,le15,1
difluoro(methyl)arsane,279.05,1,C[As](F)F,le15,0
Butyltrimethylsilane,281.65,1,CCCC[Si](C)(C)C,le15,1
"Acetic acid, (trimethylsilyl)-",334.65,1,C[Si](C)(C)CC(=O)O,le15,1
triethyl(hydroxy)silane,330.372,1,CC[Si](O)(CC)CC,le15,1
3-trimethylsilylpropan-1-ol,325.95,1,C[Si](C)(C)CCCO,le15,1
triethyl(fluoro)silane,292.15,1,CC[Si](F)(CC)CC,le15,1
chloro-dimethyl-prop-2-enylsilane,278.75,1,C=CC[Si](C)(C)Cl,le15,1
"Arsine oxide, trimethyl-",329.55,1,C[As](C)(C)=O,le15,0
"Silane, methyltrimethoxy-",284.25,1,CO[Si](C)(OC)OC,le15,1
dimethyl(phenyl)silicon,308.15,1,C[Si](C)c1ccccc1,le15,1
tetrakis(ethenyl)silane,279.25,1,C=C[Si](C=C)(C=C)C=C,le15,1
"Arsine oxide, hydroxydimethyl- (8CI)",382.55,1,C[As](C)(=O)O,le15,0
Methanearsonic acid,478.95,1,C[As](=O)(O)O,le15,0
chloro(dimethyl)arsane,299.05,1,C[As](C)Cl,le15,0
"Silane, dichloroethenylmethyl-",277.55,1,C[SiH2]C=C(Cl)Cl,le15,1
chloro(phenyl)silicon,327.05,1,Cl[Si]c1ccccc1,le15,1
chloro-(chloromethyl)-dimethylsilane,295.15,1,C[Si](C)(Cl)CCl,le15,1
tetraethylsilane,299.25,1,CC[Si](CC)(CC)CC,le15,1
"Propionic acid, 3-(trimethylsilyl)- (8CI)",362.15,1,C[Si](C)(C)CCC(=O)O,le15,1
ethyl(trimethoxy)silane,297.35,1,CC[Si](OC)(OC)OC,le15,1
trimethyl(phenyl)silane,317.15,1,C[Si](C)(C)c1ccccc1,le15,1
butyl-chloro-dimethylsilane,303.25,1,CCCC[Si](C)(C)Cl,le15,1
3-chloropropyl(trimethyl)silane,303.65,1,C[Si](C)(C)CCCCl,le15,1
tetramethyl silicate,302.05,1,CO[Si](OC)(OC)OC,le15,1
ethenyl-diethoxy-methylsilane,290.95,1,C=C[Si](C)(OCC)OCC,le15,1
"Silanamine, 1,1,1-trimethyl-N-(trimethylsilyl)-",303.15,1,C[Si](C)(C)N[Si](C)(C)C,le15,1
"Silane, trichlorovinyl- (8CI)",283.75,1,[SiH3]C(Cl)=C(Cl)Cl,le15,1
"Silane, phenyltrifluoro-",288.35,1,F[Si](F)(F)c1ccccc1,le15,1
"Disiloxane, 1,1,1,3,3,3-hexamethyl-",280.85,1,C[Si](C)(C)O[Si](C)(C)C,le15,1
dichloro-(chloromethyl)-methylsilane,308.15,1,C[Si](Cl)(Cl)CCl,le15,1
trimethyl(phenoxy)silane,315.906,1,C[Si](C)(C)Oc1ccccc1,le15,1
trimethyl(2-trimethylsilylethynyl)silane,290.25,1,C[Si](C)(C)C#C[Si](C)(C)C,le15,1
diethoxy-methyl-prop-2-enylsilane,315.65,1,C=CC[Si](C)(OCC)OCC,le15,1
[acetyloxy(dimethyl)silyl] acetate,317.85,1,CC(=O)O[Si](C)(C)OC(C)=O,le15,1
"Silane, dimethylethoxyphenyl-",346.25,1,CCO[Si](C)(C)c1ccccc1,le15,1
"Butanenitrile, 4-(dichloromethylsilyl)-",365.15,1,N#CCCC[SiH2]C(Cl)Cl,le15,1
"Silane, dimethoxymethylphenyl-",353.15,1,COC(OC)[SiH2]c1ccccc1,le15,1
"Ethanethiol, 2-(trimethoxysilyl)-",344.95,1,CO[Si](CCS)(OC)OC,le15,1
trichloro(chloromethyl)silane,342.55,1,ClC[Si](Cl)(Cl)Cl,le15,1
chloromethyl-dimethyl-phenylsilane,364.25,1,C[Si](C)(CCl)c1ccccc1,le15,1
"Silanamine, 1-ethenyl-N-(ethenyldimethylsilyl)-1,1-dimethyl-",325.25,1,C=C[Si](C)(C)N[Si](C)(C)C=C,le15,1
"Disiloxane, 1,3-diethenyl-1,1,3,3-tetramethyl-",297.15,1,C=C[Si](C)(C)O[Si](C)(C)C=C,le15,1
bromomethyl-chloro-dimethylsilane,314.25,1,C[Si](C)(Cl)CBr,le15,1
"Propanenitrile, 3-(trichlorosilyl)-",358.35,1,N#CCC[Si](Cl)(Cl)Cl,le15,1
"1-Propanamine, 3-(diethoxymethylsilyl)-",348.75,1,CCOC(OCC)[SiH2]CCCN,le15,1
trichloro(2-methylpropyl)silane,321.25,1,CC(C)C[Si](Cl)(Cl)Cl,le15,1
"Silane, pentyltrimethoxy-",325.35,1,CCCCC[Si](OC)(OC)OC,le15,1
"1-Propanethiol, 3-(trimethoxysilyl)-",322.05,1,CO[Si](CCCS)(OC)OC,le15,1
chloro(triethoxy)silane,313.25,1,CCO[Si](Cl)(OCC)OCC,le15,1
"Silane, (3-cyanopropyl)diethoxy(methyl)-",377.25,1,CCO[Si](C)(CCCC#N)OCC,le15,1
"Butanenitrile, 4-(trichlorosilyl)-",365.25,1,N#CCCC[Si](Cl)(Cl)Cl,le15,1
chloro-[chloro(dimethyl)silyl]oxy-dimethylsilane,306.15,1,C[Si](C)(Cl)O[Si](C)(C)Cl,le15,1
"Silanetetramine, octamethyl-",348.45,1,CN(C)[Si](N(C)C)(N(C)C)N(C)C,le15,1
"1-Butanamine, 4-(diethoxymethylsilyl)-",366.55,1,CCOC(OCC)[SiH2]CCCCN,le15,1
"Silane, pentyltrichloro-",340.25,1,CCCCC[Si](Cl)(Cl)Cl,le15,1
"Arsonous dichloride, (2-chloroethenyl)-",357.55,1,ClC=C[As](Cl)Cl,le15,0
triethyl arsorite,322.55,1,CCO[As](OCC)OCC,le15,0
trichloro(3-chloropropyl)silane,342.55,1,ClCCC[Si](Cl)(Cl)Cl,le15,1
"Arsonic acid, (4-aminophenyl)-",546.55,1,Nc1ccc([As](=O)(O)O)cc1,le15,0
"Propionitrile, 3-(triethoxysilyl)- (8CI)",378.45,1,CCO[Si](CCC#N)(OCC)OCC,le15,1
