compound,flashpoint
"Acetic acid, trichloro-, isopropyl ester (6CI,7CI,8CI)",63.1
"1,3-Dioxolane, 4-methyl-2-(trichloromethyl)-",78.7
1-Bromo-4-(chloromethyl)benzene,111.7
"Silane, pentyltrichloro-",67.1
3chloro2methylpropylMethylDichloroSilane90oC,90
secAmylTrichloroSilane30oC,30
"Benzoic acid, 3-amino-2,5-dichloro-",179.5
"Benzoic acid, 2-amino-3,5-dichloro- (9CI)",162.1
NSC243668,270.2
"Benzenecarbothioamide, 2,6-dichloro- (9CI)",147.7
"1H-Isoindole-1,3(2H)-dione, 2-methyl-5-nitro-",172.2
"Benzene, 1,1'-oxybis(4-fluoro- (9CI)",110.9
"Benzopyran-2-one, 6,7-dimethoxy- (9CI)",166.8
"Tartaric acid, diethyl ester (8CI)",93
"Peroxydicarbonic acid, bis(1-methylethyl) ester",79.1
Phenanthrene-9-carbaldehyde,269.2
"Phenol, 2-methoxy-4-(1-propenyl)-, acetate",113.9
"Phenol, 2-methoxy-4-(2-propenyl)-, acetate",110
"Acetic acid, 2-(2-(2-methoxyethoxy)ethoxy)ethyl ester",105.8
"Ethanol, 2,2'-thiobis-, diacetate",127.2
"[(1E,3E)-4-phenylbuta-1,3-dienyl]benzene",190
"Phenanthrene, 3,6-dimethyl- (8CI)(9CI)",168.4
"Phenanthrene, 9-ethyl- (8CI)(9CI)",165.1
"Acetic acid, (1,1-dimethyl-3-phenylpropyl) ester",110.7
"Butanoic acid, 3-methyl-, 2-phenylethyl ester",108
ptPentylphenylacetate,115.6
"Ethanol, 2-(2-(2-butoxyethoxy)ethoxy)-",127.9
"2-Propanol, 1-(2-(2-methoxy-1-methylethoxy)-1-methylethoxy)-",117.6
"2H-1,3,5-Thiadiazine-3(4H)-acetic acid, dihydro-5-methyl-6-thioxo-",172.7
TripropyleneGlycolMonomethylEther20324338,121
"Phenol, 2,4-bis(1,1-dimethylethyl)-",115
"Phenol, 4-(1,1,3,3-tetramethylbutyl)-",148.3
"Phenol, 2-octyl- (9CI)",165.5
"1,2-Dithiolane-3-pentanoic acid, (+-)- (9CI)",173
"Phenol, 3,5-di-tert-butyl- (8CI)",127.2
octoxybenzene,109
"Di-sec-butylphenol, mixed isomers",127
"Phenol, 2,6-bis(1,1-dimethylethyl)-",118
"Phenol, 4-octyl-",110
"Cyclohexaamine, N,N'-methanetetraylbis- (9CI)",113.1
HexylTrimethoxySilane62oC,62
npropylTriethoxySilane57oC,57
3-methyl-1-(3-methylbutyldisulfanyl)butane,81.2
noctylDimethylChloroSilane97oC,97
"Ethanol, 2-chloro-, phosphite (2:1)",142.2
"Benzoic acid, 3,6-dichloro-2-hydroxy-",139.3
"Benzenamine, 2,6-dichloro-4-nitro-",149.1
"4,5-Dichloro-2-nitroaniline",163.7
"Benzene, 1,4-dichloro-2,5-dimethoxy-",105.7
2-bromonaphthalene,127.8
"1,4-Phthalazinedione, 2,3-dihydro-6-nitro-",332.9
1-bromononane,90
"Butanamide, N-(2-methoxyphenyl)-3-oxo-",157
"Butanamide, N-(4-methoxyphenyl)-3-oxo-",201.7
"1H-Isoindole-1,3(2H)-dione, 2-butyl-3a,4,7,7a-tetrahydro- (9CI)",148.8
"Phenol, 3-methyl-5-(1-methylethyl)-, methylcarbamate (9CI)",124.3
"Carbamic acid, methyl-, carvacryl ester",124.2
"Carbamic acid, methyl-, o-sec-butylphenyl ester",124.7
"Carbamic acid, N,N-dimethyl-, m-isopropylphenyl ester",122.4
"Arsonous dichloride, (2-chloroethenyl)-",84.4
"1H-Pyrrole-2,5-dione, 1-(4-chlorophenyl)- (9CI)",165.9
"1,4-Naphthalenedione, 2-amino-3-chloro- (9CI)",141.4
"1H-Pyrrole-2,5-dione, 1-(2-chlorophenyl)-",153.1
"Phenol, 2,6-dichloro-4-nitro-",126.3
"Phenol, 2,4-dichloro-6-nitro-",100.6
3-bromoquinoline,120.6
6-bromoquinoline,132.8
7-Bromoquinoline,132.8
"1,1,1,5,5,5-hexafluoropentane-2,4-dione",22.8
"9,10-Phenanthrenequinone",245
910anthracenedione185oC,185
Anthraquinone84651,185
[acetyloxy(phenyl)methyl] acetate,105.7
L-Kynurenine,236
"Phosphorous acid, tris(1-methylethyl) ester",62
tripropyl phosphite,90
9-(Hydroxymethyl)anthracene,196.3
"2-Propyn-1-ol, 1,1-diphenyl- (8CI)",154.9
"5H-Dibenzo(a,d)cyclohepten-5-one, 10,11-dihydro-",158.3
"Benzoic acid, 2-hydroxy-, 3-methylbutyl ester",109.9
pentyl 2-hydroxybenzoate,113.3
"Benzene, 1,2,4-trimethoxy-5-(1-propenyl)-, (E)-",107.7
"1,3-Dioxane, 4-(4-methoxyphenyl)-5-methyl- (9CI)",102.8
"Glyoxal, phenyl-, 2-(diethyl acetal)",128
2-phenoxyethyl butanoate,112.3
Pentylsalicylate2050080,132
"2(3H)-Furanone, 3-ethyldihydro-4-((1-methyl-1H-imidazol-5-yl)methyl)-,",215
"Phenol, 4-(dimethylamino)-3-methyl-, methylcarbamate (ester) (9CI)",139.7
[(E)-4-phenylbut-3-en-2-yl]benzene,145.2
"Bicyclo(3.1.1)hept-2-ene-2-ethanol, 6,6-dimethyl-, acetate",100.7
"2-Propenoic acid, (1R,2R,4R)-1,7,7-trimethylbicyclo(2.2.1)hept-2-ylest",95
"Acetaldehyde, phenethyl propyl acetal",97
"Silicic acid (H4SiO4), tetraethyl ester",46.7
TetraethoxySilane50oC,50
"Thiodicarbonic diamide (((H2N)C(S))2S), tetramethyl-",111.6
1-cyclohexylpropan-2-ylcyclohexane,115.6
2-cyclohexylpropan-2-ylcyclohexane,112.4
1-cyclohexylpropylcyclohexane,115.2
HexamethylTrisiloxane20oC,20
3-(trifluoromethyl)benzoyl chloride,75.5
"Butanoic acid, 2-bromo-3-methyl-, ethyl ester",72.5
"Pentanoic acid, 2-bromo-, ethyl ester",80.6
7-bromoheptanoic acid,123.6
"1,4-Benzenedicarboxylic acid, 2-amino-, dimethyl ester",172.6
"Formamide, N-9H-fluoren-2-yl- (9CI)",269.6
"Benzoxazole, 2-p-tolyl- (8CI)",125.4
"Carbamic acid, methyl-, o-isopropoxyphenyl ester",132.5
"3,9-Acridinediamine (9CI)",284.3
"4(1H)-Pyrimidinone, 5-butyl-2-(dimethylamino)-6-methyl- (9CI)",132.9
"Benzoyl chloride, 2,4-dichloro-",103.4
"3,4-dichlorobenzoyl chloride",142
"2,6-Dichlorobenzoyl chloride",107.4
"Succinimide, N-(p-chlorophenyl)- (8CI)",226.1
"Propane, 1,3-dichloro-2,2-bis(chloromethyl)-",94.8
"1,1,1-trifluoro-2-iodoethane",7.4
"(2,2,2-trifluoroacetyl) 2,2,2-trifluoroacetate",-26
2-iodothiophene,71.1
triethyl arsorite,49.4
"benzene-1,2,4-tricarboxylic acid",273.614
"Isocyanic acid, 1,5-naphthylene ester",128.6
"Acetamide, N-(2-methoxy-4-nitrophenyl)-",201.4
"2-Furanacrylamide, N-ethyl-5-nitro-",208.9
"1H-Purine-2,6,8(3H)-trione, 7,9-dihydro-1,3,7-trimethyl-",242.1
"Phosphoric acid, dibutyl ester",120.3
"1,2-Ethanedione, 1,2-diphenyl-",142.6
"1-Hexanol, 2-ethyl-, dihydrogen phosphate (7CI)",148.4
"(1,1'-Biphenyl)-2,2'-dicarboxaldehyde (9CI)",151.1
Anthracene endoperoxide,136.3
"ethyl 3,4-dimethoxybenzoate",129.5
"Bicyclo(2.2.1)hept-5-ene-2,3-dicarboxylic acid, dimethyl ester (9CI)",129.4
"2,3-Phenazinediamine (9CI)",282.7
"2,8-Diaminophenazine",303.1
"2-Propanone, 1,3-diphenyl-",149.4
"1,1-diphenylpropan-2-one",133.8
"(3,4-dimethylphenyl)-phenylmethanone",153.7
"2-phenyl-3,4-dihydro-2H-chromene",157.2
"Benzenamine, 4,4'-(1,2-ethenediyl)bis- (9CI)",262.5
"Acetic acid, mercapto-, 1,2-ethanediyl ester",167
"1,2,3-Benzothiadiazole-7-carbothiolic acid, S-methyl ester",154.5
"Benzene, 1,1'-ethylidenebis(4-methyl-",142.1
"2,6-Octadien-1-ol, 3,7-dimethyl-, propanoate, (2Z)-",97.7
"1,6-Octadien-3-ol, 3,7-dimethyl-, propionate (7CI,8CI)",97
"2,6-Octadien-1-ol, 3,7-dimethyl-, propionate, (E)- (8CI)",113
"Cyclohexanamine, N-cyclohexyl-N-nitroso- (9CI)",167.3
PhenylMethylDiethoxySilane89oC,89
4-(3-piperidin-4-ylpropyl)piperidine,132.1
decylcyclopentane,115.4
nonylcyclohexane,116.8
1pentadecene112oC,112
1tetradecene1120361,110
"2-Propenoic acid, 3-(4-chlorophenyl)-, ethyl ester",151.9
dichloro(iodo)methane,31.2
dichlorophosphoryloxybenzene,99.1
"2-Propenal, 2-bromo-3-phenyl- (9CI)",110.2
"Benzenesulfonyl chloride, 4-chloro-",107
"Benzenesulfonyl chloride, o-chloro- (6CI,7CI,8CI)",129.7
"Phthalic acid, 3-nitro- (8CI)",199.4
"Benzamide, 3,5-dinitro-",144
"Benzimidazole-5-carbonitrile, 2-(trifluoromethyl)-",166.5
"9-Thiabicyclo(3.3.1)nonane, 2,6-dichloro-",144.3
"9H-Fluorene, 3-nitro- (9CI)",190.6
"Alanine, 3-(3,4-dihydroxyphenyl)-2-methyl-, L-(-)-",220.9
2-Amino-3-hydroxyphenazine,184.6
"Cytidine, 2',3'-dideoxy-",204.8
N-(2-phenylphenyl)acetamide,225.5
"Benzeneacetamide, alpha-phenyl- (9CI)",190.3
"Guanidine, N,N'-diphenyl-",158.5
"Carbamic acid, dimethyl-, ester with 3-hydroxy-5,5-dimethyl-2-cyclohex",130.7
"1,3-Benzenediol, 5-(1-hydroxy-2-((1-methylethyl)amino)ethyl)- (9CI)",179.7
"Carbamic acid, dimethyl-, 3-methyl-1-(1-methylethyl)-1H-pyrazol-5-yl e",136
"2-phenyl-1,3-benzothiazole",174.4
"1,3,5-Triazine-2,4-diamine, N-ethyl-6-methoxy-N'-(1-methylethyl)- (9CI",166.8
"Cyclohexanamine, N-(2-ethylhexyl)- (9CI)",111.8
"Benzene, 1,2,4-trichloro-3-methoxy-",100.4
"2,4,6-trichloro-3-methylphenol",115.2
PhenylTrichloroSilane91oC,91
"4H-1,3-Benzoxazin-4-one, 2-(2-chloroethyl)-2,3-dihydro-",225.8
"Acetamide, N-(4-(chloroacetyl)phenyl)-",110
"Butanamide, N-(2-chlorophenyl)-3-oxo-",176
"Acetamide, 2-chloro-N-(1-methylethyl)-N-phenyl-",129.4
trichloro(3-chloropropyl)silane,69.4
"1-Propene, 1,3,3,3-tetrafluoro-1-methoxy-2-(trifluoromethyl)- (9CI)",14.6
"2,3,4,5,6-pentafluorobenzoic acid",86.9
"1-Naphthylamine, 5,8-dichloro-",175.2
1iodohexane638459,61
"1,5-Pentanediol, 2,2,3,3,4,4-hexafluoro-",133.5
"Benzoic acid, 3,5-dinitro-",179.2
"Benzoic acid, 3,4-dinitro-",208.4
"Benzoic acid, 2,4-dinitro-",187.3
"9H-Carbazole, 3-nitro-",225.1
"Benzoic acid, 3,4,5-trihydroxy-, propyl ester",181.3
"2,4,5-trimethoxybenzoic acid",134
"Benzeneacetic acid, alpha-phenyl-",140.4
"(1)-2-Hydroxy-1,2-diphenylethan-1-one",154.813
"Methanone, (4-methoxyphenyl)phenyl-",155.7
Benzyl 4-hydroxyphenyl ketone,172.2
"(1,1'-Biphenyl)-4-acetic acid",286.6
"Benzoic acid, phenylmethyl ester",147.9
Benzylbenzoate120514,148
"2,4,8,10-Tetraoxaspiro(5,5)undecane, 3,9-diethenyl- (9CI)",113
"Urea, N,N'-diphenyl-",91.1
N'-phenylbenzohydrazide,121
"Urea, N,N-diphenyl-",170.7
(4-methoxyphenyl)-phenyldiazene,150.8
thioxanthen-9-one,203.8
"1,3-Benzenediamine, 4-(phenylazo)-",214.8
"Phenol, 4-(1-methyl-1-phenethyl)- (9CI)",160
"2,3-diphenylpropan-1-ol",134.4
"Benzeneethanol, alpha-methyl-alpha-phenyl-",130.9
"alpha,alpha'-Bi-p-toluidine (8CI)",220.6
"Hydrazine, 1,1-bis(phenylmethyl)- (9CI)",207.6
"1,8-dimethyldibenzothiophene",130.2
"Phosphonodithioic acid, methyl-, S,S-dipropyl ester",129.8
"7-Octen-1-ol, 3,7-dimethyl-, propanoate",89.5
"6-Octen-1-ol, 3,7-dimethyl-, propionate (7CI,8CI)",90.8
"2-Propenoic acid, decyl ester",94.3
"2-Propenoic acid, isodecyl ester",94.3
NSC20571,82.1
Myristaldehyde (8CI),121.5
Pentadecane629629,132
"Anthracene, 9-chloro-",179.2
"Anthracene, 1-chloro- (8CI)(9CI)",179.2
2chloro4tpentylphenylMethylether,110
ChloromethylTriethoxySilane47oC,47
"1-Naphthol, 2,4-dichloro- (8CI)",134
Pentafluoronitrobenzene,90.6
2-bromo-1-phenylpropan-1-one,75.6
"Benzene, 1,3,5-trinitro-",164.1
1-bromo-4-tert-butylbenzene,97
"Dibenzofuran, 3-nitro-",183.4
"Benzamide, 2-hydroxy-N-phenyl-",131.8
nheptylMethylDichloroSilane66oC,66
"Phenol, 4-((4-aminophenyl)azo)-",193.9
"2,6-Pyridinediamine, 3-(phenylazo)- (9CI)",221.3
"1,3,5-Triazine-2,4-diamine, N,N'-diethyl-6-(methylthio)- (9CI)",191.6
"1,3,5-Triazine-2,4-diamine, N-methyl-N'-(1-methylethyl)-6-(methylthio)",187
"1-Dodecanamine, N,N-dimethyl-",106.9
Diheptylamine (8CI),107.9
1tetradecaneAmine133oC,133
"Carbamic acid, (3-chlorophenyl)-, 1-methylethyl ester (9CI)",105.7
"Carbamic acid, o-chloro-alpha-ethylbenzyl ester",167
"Benzenepropanoic acid, beta-(aminomethyl)-4-chloro-(9CI)",174.1
"2-Butene, 1,4-dibromo-, trans-",71.9
"2-Butene, 1,4-dibromo-",113
"Acetic acid, iodo-, ethyl ester",77
"2,2,3,3,4,4,4-heptafluorobutanoic acid",18
2-Bromo-N-phenylacetamide,167.4
"Isothiocyanic acid, p-bromophenyl ester",123.2
1-bromo-3-isothiocyanatobenzene,128.9
"1,3-bis(trifluoromethyl)benzene",26
"1,4-bis(trifluoromethyl)benzene",21.7
"1H-Benzimidazole, 5,6-dimethyl-2-(trifluoromethyl)- (9CI)",138.4
"Carbonic acid, diphenyl ester",119.4
"Benzoic acid, 2-hydroxy-, phenyl ester",137.3
"Methanone, (2,4-dihydroxyphenyl)phenyl-",125
"1,3-Benzenediol, monobenzoate",166.2
"2,2'-Dihydroxybenzophenone",166.8
2-phenoxybenzoic acid,132
"Diphenylamine, 2-nitro- (8CI)",167.7
"Benzenamine, 4-nitro-N-phenyl-",185.2
"4-Biphenylamine, 4'-nitro-",188.9
"Phosphine, ethyldiphenyl-",139.6
"Sulfanilamide, N1-amidino- (8CI)",249.2
"1-Naphththaleneacetic acid, ethyl ester",145
"Biphenyl,2,2'-dimethoxy- (6CI,7CI,8CI)",98.5
1-methoxy-3-(3-methoxyphenyl)benzene,129.8
"Benzenemethanol, alpha-((2-pyridinylamino)methyl)- (9CI)",185.5
"1,1,2,3,3-pentachloroprop-1-ene",72.7
"diethyl cyclopentane-1,1-dicarboxylate",110.4
"Azelaic acid, cyclic ethylene ester",226.4
Isopropyl toluene-4-sulphonate,143.7
"Phosphorodithioic acid, O,O,S-triethyl ester",101.5
methyl dodecanoate,94
"Phosphorotrithious acid, triethyl ester",126.5
"Octanoic acid, 3-methylbutyl ester",104.7
octyl pentanoate,109.6
tetradecan-2-ol,106
1tetradecanol143oC,143
2butyl1decanol149oC,149
2methyl1tridecanol149oC,149
"Propanoic acid, 2-(4-chlorophenoxy)-2-methyl-",149.8
"Toluene, 2,5-dichloro-alpha,alpha,alpha-trifluoro- (6CI,7CI,8CI)",70.7
"Toluene, 2,4-dichloro-alpha,alpha,alpha-trifluoro- (8CI)",72
"Toluene, 3,4-dichloro-alpha,alpha,alpha-trifluoro- (6CI,8CI)",65.6
2-Bromo-1-(4-hydroxyphenyl)ethan-1-one,158.6
methyl 2-bromobenzoate,99.6
(4-bromophenyl)urea,129.7
"Furo(2,3-b)quinolin-8-ol, 4-methoxy-",202.9
"Aziridine, 1,1',1''-phosphinylidynetris(2-methyl-",142.3
"1,2-Benzenediamine, 4-(4-aminophenoxy)- (9CI)",246.5
"Butanoic acid, 4-(diethylamino)-4-oxo-, propyl ester (9CI)",142.8
"Bicyclo(2.2.1)heptan-2-amine, N-ethyl-3-phenyl-",152.9
"2-Propanone, 1,1,3-trichloro-1,3,3-trifluoro-",22.1
"Cyclohexanecarbamic acid, N-ethylthio-, S-ethyl ester",137.1
"Dihexylamine, 6,6'-diamino- (6CI,7CI,8CI)",175.2
"Benzoic acid, 2-chloro-5-nitro-, methyl ester",145.3
"Ethanol, 2,2'-((m-chlorophenyl)imino)di- (8CI)",194.2
"1,3,5-Triazine-2,4-diamine, 6-chloro-N-ethyl-N'-(1-methylethyl)-",176.7
"Propanal, 2,3-dibromo- (9CI)",88
"Benzene, 1,2,4,5-tetrachloro-",108.2
"Benzene, 1,2,3,4-tetrachloro-",111.9
"Benzene, 1,2,3,5-tetrachloro-",110
"Butane, 1,4-dibromo-",65.2
"1,2-dibromobutane",44
"Propane, 1,2-dibromo-2-methyl-",26.2
"2,3-dibromobutane",33
"1,3-dibromobutane",48.8
"Benzene, 1-(bromomethyl)-4-nitro-",137.8
"Benzene, 1-(bromomethyl)-3-nitro-",135.8
alpha-Bromo-2-nitrotoluene,120.2
2-Bromo-5-nitrotoluene,121.9
1-bromo-3-methyl-5-nitrobenzene,120
"7H-Furo(3,2-g)(1)benzopyran-7-one, 9-methoxy-",204.661
"7H-Furo(3,2-g)(1)benzopyran-7-one, 4-methoxy-",203.2
"2,6-Naphthalenedicarboxylic acid",232.4
"4H-(1.3.2)Benzodioxaphosphorine, 2-methoxy-, 2-sulfide",119.8
"Acetic acid, naphthyloxy-, methyl ester",140.7
"Propanedioic acid, (ethoxymethylene)-, diethyl ester",107.6
diethyl 2-acetylbutanedioate,126.1
"(1,1'-Biphenyl)-3,3'-diol, 4,4'-diamino-",220.3
17H-Cyclopenta(a)phenanthrene,195.4
"Pyrene, 1-methyl-",178.9
"Phosphorothioic acid, O,O-dimethyl S-(2-(methylthio)ethyl) ester",117.3
11H-benzo[a]fluorene,185.4
"diethyl 2,2-diethylpropanedioate",94.4
"Propanedioic acid, butyl-, diethyl ester",93
dibutyl propanedioate,117.4
"Heptanedioic acid, diethyl ester",117.4
"1,1,2,3,3-pentachloropropane",79.9
"Quinazoline, 4-((2-(dimethylamino)ethyl)amino)-",179.7
thianthrene,170.8
"Octanal, 2-(phenylmethylene)-",140.5
"Propanoic acid, 2-methyl-, monoester with 2,2,4-trimethyl-1,3-pentaned",85.1
tridecane-1-thiol,112.4
"Acetic acid, (4-chloro-2-hydroxymethylphenoxy)-",190.5
3-Chlorobenzophenone,178.3
"Benzophenone, 4-chloro- (8CI)",176.1
"Urea, 3-(chloro-2-norbornyl)-1,1-dimethyl-",194.9
"Urea, N'-(chlorobicyclo(2.2.1)hept-2-yl)-N,N-dimethyl-",194.9
"2,3,5,6-tetrachloropyridine",188
"5,6-dichloro-2-benzofuran-1,3-dione",144.8
"Arsonic acid, (4-aminophenyl)-",273.4
"4-bromo-1,2-dimethoxybenzene",109
AllylPhenylDichloroSilane76oC,76
"Propanedioic acid, (acetylamino)-, diethyl ester",145.2
"Acetamide, 2-fluoro-N-methyl-N-1-naphthalenyl- (9CI)",163.5
Pyren-1-ylamine,246.2
2-Aminopyrene,250.6
Fluoranthen-3-ylamine,246.2
8-Aminofluoranthene,250.6
"2,6-Piperidinedione, 3-ethyl-3-phenyl-",161.8
"(6S,11aR,11bS)-9,10,11,11a-Tetrahydro-8H-6,11b-methanofuro(2,3-c)pyrid",197
"Quinoline, 6-ethoxy-1,2-dihydro-2,2,4-trimethyl-",137.8
"Propionitrile, 3-(triethoxysilyl)- (8CI)",105.3
2cyanoethylTriethoxySilane86oC,86
"Pyrrolidine, 1-(1-(phenylmethyl)butyl)- (9CI)",123.3
"Carbamothioic acid, bis(2-methylpropyl)-, S-ethyl ester",123.3
"Benzenamine, 2-chloro-4,6-dinitro-",181.4
"Aniline, 4-chloro-2,6-dinitro- (8CI)",171.5
1hexenylTrichloroSilane60oC,60
CyclohexylTrichloroSilane91oC,91
trichloromethanesulfonyl chloride,63.7
1-iodo-4-methylbenzene,86.3
1iodo3methylbenzene,81.85
2iodotoluene615372,90
3iodotoluene625956,82.2
"Propanamide, N-(3,4-dichlorophenyl)-",177.5
"1,2,4,5-Benzenetetracarboxylic 1,2:4,5-dianhydride (8CI)",183.5
"Benzenamine, N,N-bis(2-chloroethyl)- (9CI)",137.7
"Napththalene, 1,5-dinitro-",200.3
"Phosphoric acid, triallyl ester (8CI)",120.1
123propanetriolTriacetate138oC,138
Ethyl .alpha.-acetylcinnamate,111.9
"4,6(1H,5H)-Pyrimidinedione, 5-ethyldihydro-5-phenyl-",228.2
"1,3-Propanediol, 2-methyl-2-propyl-, dicarbamate",229.7
benzenesulfonylbenzene,226.8
"Phenol, 4,4'-thiobis-",219.7
"Phosphonodithioic acid, methyl-, O-methyl S-phenyl ester",130.2
"Butanoic acid, 3-methyl-, 3-phenyl-2-propenyl ester",128.3
trichloro(dichloromethyl)silane,79.9
Diphenyl disulphide,177.8
"Hexanal, 3-ethoxy-, diethyl acetal",96.9
"Butane, 1,1'-(oxybis(2,1-ethanediyloxy))bis-",117.2
DiethyleneGlycolDibutylEther,116.85
DecylBenzene107oC,107
PentaethylBenzene120oC,120
"Benzhydrol, 4-chloro- (8CI)",166.8
"Phenol, 4-chloro-2-(phenylmethyl)-",159.2
DiphenylChloroSilane105oC,105
"Methane, dibromonitro-",46.1
"1,3-Dichloro-2,4,5,6-tetrafluorobenzene",164
"Benzenamine, 4-iodo-",116.3
"Benzenamine, 2-iodo-",112.3
"Bicyclo(2.2.1)hept-5-ene-2,3-dicarbonyl dichloride, (2-endo,3-exo)- (9",133.5
"Urea, 1-(3,4-dichlorophenyl)-3-methyl- (6CI,7CI,8CI)",132.4
PhenethylMethylDichloroSilane80oC,80
"Pyrimidine, 4,6-dimethyl-2-(5-nitro-2-furyl)-",115.7
"beta-Alanine, N-(2,4-dihydroxy-3,3-dimethyl-1-oxobutyl)-, (R)- (9CI)",287.3
"1-Naphthalenamine, N-phenyl-",190.2
"2-Naphthalenamine, N-phenyl-",209.2
"Carbamic acid, cyclopropyl(phenylmethyl)-, ethyl ester",149.8
"Benzoic acid, 2-amino-, cyclohexyl ester",192.3
"2,2',2''-(Hexahydro-1,3,5-triazine-1,3,5-triyl)triethanol",220.1
2-bromobenzoyl chloride,107
4-bromobenzoyl chloride,103
"butyl 2,2,2-trichloroacetate",72.9
"Cyclotrisilazane, 2,2,4,4,6,6-hexamethyl-",59
trichloro(hexyl)silane,80.3
nHexylTrichloroSilane85oC,85
"Benzenamine, 4-(4-chlorophenoxy)-",165.3
"Phenol, 4-iodo-",112.4
"Carbanilic acid, 3,4-dichloro-, methyl ester",106.4
"Acetamide, 2-(2,4-dichlorophenoxy)-",196.9
8-Hydroxy-4-(hydroxyacetyl)-1H-2-benzopyran-1-one,198.9
"(1,1'-Biphenyl)-4,4'-diamine, 3,3'-difluoro- (9CI)",152.2
"Pyrimidine, 2-((3,4,4-trifluoro-3-butenyl)thio)-",120.4
"Tryptophan, 5-hydroxy-, L-",268.7
"1,1,1,2,2-pentachloro-2-fluoroethane",40.8
"Furan, 2,5-diphenyl-",164.3
MethylTriacetoxySilane85oC,85
ethyl 3-oxo-5-phenylpentanoate,132.3
"Propanoic acid, 2,2-dimethyl-, 2-oxo-2-phenylethyl ester (9CI)",131.5
"Propane, 1,1,3,3-tetraethoxy- (9CI)",42.2
"1-Propylamine, 3,3'-(oxybis(ethyleneoxy))bis- (6CI,7CI,8CI)",148
"4H-1,3-Thiazine-2-amine, N-(2,6-dimethylphenyl)-5,6-dihydro- (9CI)",155.9
"2-Penten-1-ol, 5-(2,3-dimethyltricyclo(2.2.1.0(sup 2,6))hept-3-yl)-2-m",138.6
"Phenol, 2,6-bis(1,1-dimethylethyl)-4-methyl-",118.4
"2,4-ditert-butyl-6-methylphenol",123
ButylptPentylphenylEther,135
Nonylphenol25154523,140.6
"1,4-Benzenediamine, N,N'-bis(1-methylpropyl)-",192.6
"Benzimidazole, 4-chloro-2-(trifluoromethyl)-",135.9
"Benzimidazole, 5-chloro-2-(trifluoromethyl)-",135.9
bromo(iodo)methane,33.8
"Phosphoric acid, 2,2-dichloroethenyl dimethyl ester",14.7
"Acetic acid, (2,4-dichlorophenoxy)-",162.8
"Benzoic acid, 3,6-dichloro-2-methoxy-",151
"Thiourea, (2,5-dichlorophenyl)- (9CI)",145.8
"Decane, 1-bromo-",94.444
"2,5-diphenyl-1,3-oxazole",162.3
"Carbamic acid, methyl-, 2,3-dihydro-2,2-dimethyl-7-benzofuranyl ester",143.3
"2-Oxazolidinone, 5-((3,5-dimethylphenoxy)methyl)-",228.2
"Butanamide, N-(4-ethoxyphenyl)-3-oxo-",206.8
"Carbamic acid, dimethyl-, benzo(b)thien-4-yl ester",161.4
"Benzamide, N-(1-methylethyl)-4-((2-methylhydrazino)methyl)- (9CI)",148.9
"Propylamine, 3-(triethoxysilyl)- (8CI)",104.4
"o-Cresol, 4-bromo-6-chloro-",107.4
"1,1,1-trichloro-2,2-diethoxyethane",2.8
"Benzenesulfonyl chloride, p-nitro- (8CI)",165.3
"3(2H)-Pyridazinone, 5-amino-4-chloro-2-phenyl-",142.6
"Thiophene, 2,3,4,5-tetrachloro-",113
1-fluoro-2-iodobenzene,71
1-fluoro-4-iodobenzene,68
"3,3,4,4,5,5-hexafluorooxane-2,6-dione",3.3
"1,3,5-Triazine, hexahydro-1,3,5-trinitro-",405.6
"2-Furanacrylic acid, alpha-cyano-5-nitro-, methyl ester",178.6
"1H-Indene-1,3(2H)-dione, 2-phenyl-",208
"Anthraquinone, 2-methyl- (8CI)",209
Flavone (VAN) (8CI),171.1
"1,2-Benzenedicarboxylic acid, diethyl ester",155.8
"Oxirane, 2,2'-(1,3-phenylenebis(oxymethylene))bis-",113
"4,5-dimethoxy-6-prop-2-enyl-1,3-benzodioxole",105.7
"4,7-dimethoxy-5-prop-2-enyl-1,3-benzodioxole",117.2
"diethyl benzene-1,3-dicarboxylate",157.7
"Hexanedioic acid, di-2-propynyl ester (9CI)",146.6
Diethylphthalate,159.85
1-(p-Toluenesulphonyl)imidazole,201.2
"Methanesulfonicacid, trifluoro-, trimethylsilyl ester (8CI,9CI)",38.5
"Chalcone, beta-methyl- (7CI,8CI)",150.1
Bis(2-(2-methoxyethoxy)ethyl) ether,140.6
"Phenol, 4-(dimethylamino)-3,5-dimethyl-, methylcarbamate (ester) (9CI)",146.3
"Phenol, 3-(diethylamino)-, methylcarbamate (ester) (9CI)",152.8
"Isocyanic acid, methylene(3,5,5-trimethyl-3,1-cyclohexylene) ester",116
"Urea, N,N-dimethyl-N'-(octahydro-4,7-methano-1H-inden-5-yl)-",193.2
"(1aR,4R,4aS,7R,7aS,7bS)-1,1,4,7-tetramethyl-2,3,4a,5,6,7,7a,",123.1
"1,2-Ethanediamine, N-(3-(trimethoxysilyl)propyl)-",108.1
"3,7,11-Trimethyldodeca-1,6,10-trien-3-ol,mixed isomers",96
"3-Cyclohexene-1-methanol, alpha,4-dimethyl-alpha-(4-methyl-3-pentenyl)",113.2
"2,6,10-Dodecatrien-1-ol, 3,7,11-trimethyl-",112.5
AminoethylAminopropylTrimethoxySilane96oC,96
hexadec-1-yne,127.977
(3-cyclohexyl-2-methylpropyl)cyclohexane,126.7
4-cyclohexylbutylcyclohexane,128.9
